street,city,size,price,first_seen,site,type,open
"Calandlaan, Pieter 1283",amsterdam,92.0,1029.00,2018-12-30 21:32:25.550984+00:00,jaap,,False
Surinameweg,haarlem,,905.00,2019-01-19 19:00:06.633820+00:00,huurwoningen,Huis (Eengezinswoning),False
Kennemerstraat,haarlem,25.0,725.00,2019-01-07 01:15:38.470672+00:00,parius,Begane grond,False
Bogortuin,amsterdam,40.0,1250.00,2019-02-17 16:00:14.743569+00:00,huurwoningen,Appartement (Studio),True
Valetonlaan 17,utrecht,76.0,1095.00,2019-02-21 16:07:46.947458+00:00,jaap,Appartement,True
Daguerrestraat,amsterdam,40.0,900.00,2019-02-17 16:00:27.280095+00:00,huurwoningen,Appartement (Galerijflat),False
Surinameweg,haarlem,,940.00,2019-01-19 19:00:22.114873+00:00,huurwoningen,Huis (Eengezinswoning),False
Abstederdijk,utrecht,40.0,895.00,2019-02-20 16:07:52.634697+00:00,jaap,Bovenwoning,True
Van Vollenhovenlaan,utrecht,70.0,1145.00,2018-12-30 22:03:53.793416+00:00,jaap,Appartement,True
Fultonstraat 12,utrecht,42.0,950.00,2019-01-18 19:20:30.373737+00:00,jaap,Benedenwoning,True
Vaartweg,hilversum,37.0,640.00,2019-02-06 16:07:06.748306+00:00,huurwoningen,Appartement (Benedenwoning),False
Van Speijkstraat 2 8,utrecht,0.0,695.00,2019-01-24 19:20:34.300599+00:00,jaap,Appartement,False
Vismarkt,utrecht,30.0,825.00,2019-01-24 09:05:10.137103+00:00,parius,Vloerbedekking: Laminaat,False
C. van Maasdijkstraat,utrecht,25.0,750.00,2018-12-30 17:11:17.611419+00:00,huurwoningen,Appartement (Studio),False
Kerkstraat,hilversum,45.0,875.00,2019-02-06 16:16:41.904494+00:00,jaap,Bovenwoning,True
Kerklaan,hilversum,35.0,525.00,2019-02-06 16:06:54.265565+00:00,huurwoningen,Appartement (Galerijflat),False
Melissekade 261,utrecht,120.0,1020.00,2018-12-30 21:44:05.599146+00:00,jaap,Appartement,True
Fortunadreef 29,utrecht,67.0,1195.00,2019-01-19 19:17:50.343969+00:00,jaap,Appartement,False
Oudenoord,utrecht,46.0,1200.00,2019-02-21 16:08:12.305609+00:00,jaap,Bovenwoning,True
Riouwstraat 0 Ong,amsterdam,77.0,1165.00,2018-12-31 21:25:02.402820+00:00,jaap,Appartement,False
Burgemeester De Vlugtlaan,amsterdam,30.0,900.00,2019-02-01 19:36:16.374644+00:00,huurwoningen,Kamer (Kamer),False
Raamvest,haarlem,27.0,825.00,2019-02-01 19:37:09.868209+00:00,huurwoningen,Appartement (Studio),False
Van Woustraat,amsterdam,30.0,1125.00,2019-02-01 19:36:24.817511+00:00,huurwoningen,Appartement (Galerijflat),False
Van Nijenrodeweg,amsterdam,40.0,1050.00,2019-02-05 22:30:37.804268+00:00,parius,Tuin,True
Voorzorgstraat,haarlem,40.0,1125.00,2019-02-01 19:37:24.780630+00:00,huurwoningen,Appartement (Bovenwoning),False
Gierstraat,haarlem,45.0,1065.00,2019-02-01 19:37:19.320100+00:00,huurwoningen,Appartement (Bovenwoning),False
Pieterstraat 5,utrecht,36.0,1195.00,2019-01-19 19:21:48.259064+00:00,jaap,Appartement,True
Zijhuizen,haarlem,40.0,865.00,2019-02-01 19:37:49.200843+00:00,huurwoningen,Appartement (Portiekflat),False
Surinameweg,haarlem,,940.00,2019-02-01 19:37:34.221441+00:00,huurwoningen,Huis (Eengezinswoning),False
Surinameweg,haarlem,,905.00,2019-02-01 19:37:42.750324+00:00,huurwoningen,Huis (Eengezinswoning),False
Surinameweg,haarlem,,905.00,2019-01-20 19:01:11.780072+00:00,huurwoningen,Huis (Eengezinswoning),False
Nieuwmarkt,amsterdam,50.0,1250.00,2019-01-20 19:00:04.282834+00:00,huurwoningen,Appartement (Galerijflat),False
Valutaboulevard,amsterdam,22.0,750.00,2019-01-26 19:00:03.911451+00:00,huurwoningen,Kamer (Kamer),False
Surinameweg,haarlem,,940.00,2019-01-20 19:01:00.276067+00:00,huurwoningen,Huis (Eengezinswoning),False
Julianaweg,utrecht,40.0,735.00,2019-02-21 16:08:38.335812+00:00,jaap,Appartement,True
Surinameweg,haarlem,,905.00,2019-01-26 19:01:02.923013+00:00,huurwoningen,Huis (Eengezinswoning),False
Surinameweg,haarlem,,940.00,2019-01-26 19:01:14.372613+00:00,huurwoningen,Huis (Eengezinswoning),False
Laan van Nieuw-guinea,utrecht,16.0,500.00,2019-02-01 20:06:28.770620+00:00,jaap,Tussenwoning,False
Vijzelstraat,amsterdam,34.0,1125.00,2019-02-17 16:00:36.759601+00:00,huurwoningen,Appartement (Studio),False
Abel Tasmanstraat,utrecht,20.0,550.00,2019-01-29 23:33:11.819282+00:00,parius,Vloerbedekking: Laminaat,False
Vleutenseweg,utrecht,26.0,1055.00,2019-02-01 19:40:17.275508+00:00,huurwoningen,Appartement (Galerijflat),False
Oude Groenmarkt,haarlem,67.0,1250.00,2019-02-17 16:01:27.974089+00:00,huurwoningen,Appartement (Portiekflat),False
Oudegracht,utrecht,75.0,1250.00,2019-01-29 23:34:15.557544+00:00,parius,Exclusief,True
Tolsteegplantsoen,utrecht,65.0,1075.00,2019-02-01 19:40:50.879942+00:00,huurwoningen,Appartement (Galerijflat),False
Bernadottelaan,utrecht,102.0,1095.00,2019-02-01 19:40:40.376725+00:00,huurwoningen,Appartement (Portiekflat),False
Drieharingstraat,utrecht,50.0,1060.00,2019-02-01 19:40:28.711172+00:00,huurwoningen,Appartement (Portiekflat),False
Adriaan Dorsmanstraat,amsterdam,130.0,1192.00,2019-01-01 22:24:45.809142+00:00,parius,Apart toilet,False
Eerste Helmersstraat,amsterdam,32.0,1050.00,2019-01-21 19:00:04.430299+00:00,huurwoningen,Appartement (Studio),False
James Wattstraat,amsterdam,25.0,917.00,2019-01-21 19:00:12.863852+00:00,huurwoningen,Appartement (Galerijflat),False
Zijhuizen,haarlem,39.0,1215.00,2019-01-28 19:02:18.561667+00:00,huurwoningen,Appartement (Portiekflat),False
Goudsbloemstraat 6 Hs,amsterdam,40.0,1100.00,2019-01-26 19:12:32.097426+00:00,jaap,Benedenwoning,False
Pieter Lodewijk Takstraat 23 A,amsterdam,50.0,950.00,2019-01-26 19:09:49.583650+00:00,jaap,Benedenwoning,False
Bijlmerdreef,amsterdam,118.0,1046.00,2019-01-01 22:23:09.996344+00:00,parius,Apart toilet,True
Surinameweg,haarlem,,940.00,2019-01-21 19:01:25.493934+00:00,huurwoningen,Huis (Eengezinswoning),False
Ruys de Beerenbrouckstraat,amsterdam,60.0,1150.00,2019-02-21 23:37:40.327154+00:00,parius,Begane grond,True
Professor Van der Scheerstraat,haarlem,76.0,1050.00,2019-02-12 16:01:18.631485+00:00,huurwoningen,Appartement (Galerijflat),False
Kleine Houtstraat,haarlem,52.0,1145.00,2019-01-21 19:01:35.381916+00:00,huurwoningen,Appartement (Portiekflat),False
IJburglaan,amsterdam,105.0,1155.00,2019-01-01 22:25:24.081451+00:00,parius,Apart toilet,False
Nieuwe Doelenstraat,hilversum,53.0,1175.00,2019-02-06 16:07:19.630803+00:00,huurwoningen,Appartement (Portiekflat),False
Johan Huizingalaan,amsterdam,89.0,1071.00,2019-02-01 19:46:13.486201+00:00,jaap,,False
Surinameweg,haarlem,,905.00,2019-01-21 19:01:10.013167+00:00,huurwoningen,Huis (Eengezinswoning),False
Ruysdaelstraat,haarlem,18.0,550.00,2019-02-17 16:01:33.446291+00:00,huurwoningen,Kamer (Kamer),False
Van Sijpesteijnkade,utrecht,50.0,920.00,2019-01-04 21:19:52.759478+00:00,parius,Garage,True
Adelaarstraat,utrecht,45.0,950.00,2018-12-30 18:03:37.150117+00:00,jaap,Appartement,True
2e Oosterstraat,hilversum,45.0,725.00,2019-02-05 23:40:41.554801+00:00,parius,Parkeergelegenheid,True
Lijsterstraat 52 A,utrecht,38.0,1150.00,2019-01-26 19:19:01.650358+00:00,jaap,Bovenwoning,True
Lauwerecht,utrecht,15.0,485.00,2019-02-05 23:07:08.520260+00:00,parius,Vloerbedekking: Tapijt,True
Frans Halsstraat,haarlem,32.0,750.00,2019-01-22 19:02:31.832847+00:00,huurwoningen,Appartement (Portiekflat),False
Surinameweg,haarlem,,940.00,2019-01-22 19:02:24.295381+00:00,huurwoningen,Huis (Eengezinswoning),False
Korte Geuzenstraat,amsterdam,28.0,1250.00,2019-01-22 19:00:14.480476+00:00,huurwoningen,Appartement (Galerijflat),False
Korte Geuzenstraat,amsterdam,20.0,750.00,2019-01-22 19:00:04.017079+00:00,huurwoningen,Appartement (Portiekflat),False
Barteljorisstraat,haarlem,52.0,1250.00,2019-01-22 19:02:41.256323+00:00,huurwoningen,Appartement (Galerijflat),False
De Wittenkade,amsterdam,30.0,1150.00,2019-01-22 19:00:27.961941+00:00,huurwoningen,Appartement (Galerijflat),False
Colensostraat,haarlem,46.0,1150.00,2019-01-22 19:01:56.352098+00:00,huurwoningen,Appartement (Benedenwoning),False
Surinameweg,haarlem,,905.00,2019-01-22 19:02:10.833526+00:00,huurwoningen,Huis (Eengezinswoning),False
Leidsevaart,haarlem,55.0,1025.00,2019-01-22 19:02:51.714505+00:00,huurwoningen,Appartement (Galerijflat),False
Alexander Boersstraat,amsterdam,20.0,975.00,2019-02-05 16:00:42.619064+00:00,huurwoningen,Appartement (Galerijflat),False
's-Gravendijkdreef,amsterdam,12.0,850.00,2019-02-05 16:00:57.122665+00:00,huurwoningen,Kamer (Kamer),True
Uithoornstraat,amsterdam,94.0,600.00,2019-02-05 16:00:35.167352+00:00,huurwoningen,Kamer (Kamer),False
Nachtegaalstraat 24,utrecht,62.0,1125.00,2019-01-26 19:22:24.282108+00:00,jaap,Appartement,True
's-Gravendijkdreef,amsterdam,18.0,950.00,2019-02-05 16:01:20.126810+00:00,huurwoningen,Kamer (Kamer),True
Abel Tasmanstraat,utrecht,18.0,650.00,2019-02-21 16:11:57.200767+00:00,huurstunt,Appartement,True
Laan van Nieuw-guinea,utrecht,18.0,550.00,2019-02-01 20:06:38.932864+00:00,jaap,Tussenwoning,False
Wilhelmus Leemansstraat,amsterdam,13.0,550.00,2019-01-22 19:08:11.146404+00:00,jaap,Kamer,False
Bernadottelaan,utrecht,102.0,1095.00,2019-02-01 20:05:37.993245+00:00,jaap,Appartement,False
John Blankensteinstraat 41 -a,amsterdam,73.0,1061.00,2019-01-22 19:05:09.711325+00:00,jaap,,False
Colensostraat,haarlem,46.0,1150.00,2019-01-22 19:12:04.203244+00:00,jaap,Benedenwoning,False
Borneostraat,utrecht,40.0,1000.00,2019-02-21 16:11:42.016149+00:00,huurstunt,Appartement,True
's-Gravendijkdreef,amsterdam,5.0,700.00,2019-02-05 16:01:11.054707+00:00,huurwoningen,Kamer (Kamer),True
Hoge Larenseweg,hilversum,65.0,975.00,2019-02-06 16:16:51.053458+00:00,jaap,Benedenwoning,True
Weidestraat,amsterdam,42.0,1085.00,2019-01-22 19:10:55.850889+00:00,jaap,,True
Dommeringdreef 0 Ong,utrecht,83.0,950.00,2018-12-31 21:48:16.799016+00:00,jaap,Appartement,False
Julianaweg,utrecht,20.0,600.00,2019-01-04 21:17:09.417959+00:00,parius,Parkeergelegenheid,True
Pieterstraat,utrecht,32.0,995.00,2019-01-24 08:59:50.942567+00:00,parius,Apart toilet,True
Biltstraat,utrecht,66.0,1250.00,2019-02-21 16:12:31.414374+00:00,huurstunt,Appartement,True
Bellamystraat,utrecht,27.0,601.00,2019-01-11 09:10:57.248439+00:00,parius,Tuin,False
Wageningseberg,utrecht,84.0,1250.00,2019-01-04 21:15:50.269588+00:00,parius,Parkeergelegenheid,True
Burgemeester Reigerstraat,utrecht,34.0,845.00,2019-02-21 16:12:14.701765+00:00,huurstunt,Appartement,False
Amerbos,amsterdam,58.0,795.00,2019-01-23 19:00:04.827318+00:00,huurwoningen,Appartement (Galerijflat),False
Jisperveldstraat,amsterdam,37.0,1250.00,2018-12-30 16:56:32.804915+00:00,huurwoningen,Appartement (Galerijflat),False
Omvalspoort,haarlem,75.0,1250.00,2019-01-23 19:01:55.681988+00:00,huurwoningen,Appartement (Bovenwoning),True
Drapenierstraat,haarlem,59.0,1195.00,2019-01-23 19:01:35.259033+00:00,huurwoningen,Appartement (Galerijflat),False
Burgemeester Hogguerstraat,amsterdam,12.0,655.00,2019-02-03 16:00:24.245664+00:00,huurwoningen,Kamer (Kamer),False
Van Nijenrodeweg,amsterdam,34.0,1250.00,2019-01-23 19:00:19.301357+00:00,huurwoningen,Appartement (Portiekflat),False
Surinameweg,haarlem,,940.00,2019-01-23 19:01:40.722097+00:00,huurwoningen,Huis (Eengezinswoning),False
Surinameweg,haarlem,,905.00,2019-01-23 19:01:48.158067+00:00,huurwoningen,Huis (Eengezinswoning),False
P. Hans Frankfurthersingel,amsterdam,38.0,1150.00,2019-02-05 16:01:26.782177+00:00,huurwoningen,Appartement (Galerijflat),True
Westerhoutstraat,haarlem,80.0,1000.00,2019-02-05 16:02:14.191183+00:00,huurwoningen,Appartement (Benedenwoning),False
Hoogstraat,haarlem,46.0,1250.00,2019-01-07 19:02:51.132973+00:00,huurwoningen,Appartement (Benedenwoning),False
Spaarnwouderstraat,haarlem,55.0,1165.00,2019-02-05 16:02:19.601323+00:00,huurwoningen,Appartement (Bovenwoning),False
Muntstraat,utrecht,41.0,700.00,2019-02-17 16:02:26.450330+00:00,huurwoningen,Appartement (Galerijflat),False
Havenstraat,hilversum,64.0,1025.00,2019-02-06 16:17:32.769280+00:00,jaap,Bovenwoning,False
John Blankensteinstraat 33 -e,amsterdam,76.0,1163.00,2019-01-23 19:05:12.698290+00:00,jaap,,False
Biltstraat,utrecht,26.0,865.00,2019-02-17 16:02:11.975444+00:00,huurwoningen,Appartement (Studio),False
Groest,hilversum,80.0,1245.00,2019-02-06 16:17:15.429805+00:00,jaap,Bovenwoning,True
Van Nijenrodeweg,amsterdam,36.0,1250.00,2019-01-23 19:05:33.675901+00:00,jaap,Appartement,False
Hoge Naarderweg,hilversum,22.0,795.00,2019-02-06 16:17:22.611285+00:00,jaap,Bovenwoning,True
Surinameweg,haarlem,0.0,935.00,2019-01-07 19:16:53.616500+00:00,jaap,,False
Kerklaan,hilversum,35.0,525.00,2019-02-06 16:17:06.281401+00:00,jaap,Woning,True
Sandenburg,haarlem,70.0,1225.00,2019-02-05 16:02:34.036688+00:00,huurwoningen,Appartement (Galerijflat),False
John Blankensteinstraat 45 -d,amsterdam,81.0,1193.00,2019-01-23 19:05:20.457936+00:00,jaap,,False
Huygensstraat,hilversum,22.0,525.00,2019-02-22 00:57:20.092895+00:00,parius,Parkeergelegenheid,True
Van Leeuwenhoeckstraat,utrecht,30.0,995.00,2019-01-08 09:03:21.396660+00:00,parius,Begane grond,True
Kromme Elleboogsteeg,haarlem,35.0,975.00,2019-02-05 16:02:41.441482+00:00,huurwoningen,Appartement (Galerijflat),False
Surinameweg,haarlem,,905.00,2019-01-27 19:00:51.467018+00:00,huurwoningen,Huis (Eengezinswoning),False
Surinameweg,haarlem,,940.00,2019-01-27 19:01:04.938420+00:00,huurwoningen,Huis (Eengezinswoning),False
Schoterweg,haarlem,59.0,1250.00,2018-12-30 17:01:55.171130+00:00,huurwoningen,Appartement (Galerijflat),False
Rozenstraat,utrecht,55.0,1250.00,2019-01-29 23:36:48.871717+00:00,parius,Aparte douche,False
J.M. Kemperstraat,utrecht,51.0,1000.00,2019-02-05 16:03:17.325150+00:00,huurwoningen,Appartement (Bovenwoning),False
Ina Boudier-Bakkerlaan,utrecht,30.0,850.00,2019-02-05 16:03:44.292671+00:00,huurwoningen,Appartement (Galerijflat),False
Van Esveldstraat 0 Ong,utrecht,90.0,1090.00,2018-12-31 21:50:13.019220+00:00,jaap,Bovenwoning,False
Rooseveltlaan,utrecht,85.0,950.00,2018-12-30 18:00:17.623187+00:00,jaap,Appartement,True
Bos en Lommerweg,amsterdam,70.0,975.00,2018-12-30 16:55:03.048888+00:00,huurwoningen,Appartement (Studio),False
Sporadenlaan,amsterdam,45.0,1050.00,2018-12-30 16:57:21.507411+00:00,huurwoningen,Appartement (Studio),False
Prinsen Bolwerk,haarlem,28.0,650.00,2018-12-30 17:00:10.476993+00:00,huurwoningen,Appartement (Studio),False
Tolsteegsingel,utrecht,60.0,1050.00,2019-02-05 16:03:31.808898+00:00,huurwoningen,Appartement (Galerijflat),False
Kloveniersburgwal,amsterdam,22.0,750.00,2019-01-24 08:42:12.731214+00:00,parius,Aparte douche,True
Amperestraat,utrecht,45.0,890.00,2019-02-05 16:03:51.736982+00:00,huurwoningen,Appartement (Galerijflat),False
Smaragdplein,utrecht,70.0,1195.00,2018-12-30 21:50:12.232465+00:00,jaap,Appartement,True
Borneostraat,utrecht,40.0,1000.00,2019-02-22 16:07:44.926107+00:00,jaap,Benedenwoning,True
Riouwstraat 11,utrecht,88.0,1250.00,2018-12-30 22:00:18.469818+00:00,jaap,Tussenwoning,False
Amsterdamsestraatweg,utrecht,15.0,455.00,2018-12-30 17:57:18.626599+00:00,jaap,Kamer,False
Van Bijnkershoeklaan 327 Z 1-2,utrecht,0.0,500.00,2018-12-30 17:53:49.474915+00:00,jaap,,True
Berckheydestraat,haarlem,60.0,1250.00,2018-12-30 17:04:03.380563+00:00,huurwoningen,Appartement (Portiekflat),False
Mauritsstraat,haarlem,62.0,1100.00,2019-01-24 08:45:43.038218+00:00,parius,Aparte douche,False
Amsterdamstraat,haarlem,45.0,1000.00,2019-01-24 08:46:14.711734+00:00,parius,Begane grond,False
Da Costakade,amsterdam,145.0,0.00,2019-02-23 17:02:47.545518+00:00,huurwoningen,Appartement (Portiekflat),True
Kleine Houtstraat,haarlem,52.0,1145.00,2019-01-24 08:44:08.544345+00:00,parius,"Prijs inclusief: Gas, Water, Electra",False
Breedstraat,utrecht,65.0,1250.00,2018-12-30 22:01:18.513581+00:00,jaap,Appartement,True
Dijkgraafplein,amsterdam,15.0,655.00,2019-01-29 23:02:54.254803+00:00,parius,Aparte douche,False
Willemstraat,utrecht,51.0,975.00,2019-01-24 08:57:26.175139+00:00,parius,Apart toilet,False
Kerkstraat,hilversum,45.0,875.00,2019-02-06 16:17:41.914876+00:00,jaap,Bovenwoning,False
Liebergerweg,hilversum,70.0,775.00,2019-02-05 23:52:36.049803+00:00,parius,Tuin,True
Tafelbergdreef,utrecht,85.0,925.00,2019-01-24 08:54:23.851363+00:00,parius,Exclusief,False
Ridderschapstraat,utrecht,40.0,1050.00,2019-02-05 16:04:18.996800+00:00,huurwoningen,Appartement (Galerijflat),False
De Savornin Lohmanstraat,utrecht,25.0,900.00,2019-01-24 08:56:03.079316+00:00,parius,Tuin,False
Hoge Larenseweg,hilversum,65.0,975.00,2019-02-06 16:17:55.092175+00:00,jaap,Benedenwoning,False
Van Speijkstraat,utrecht,40.0,1150.00,2019-01-24 08:56:35.696272+00:00,parius,Airconditioning,False
Surinameweg,haarlem,,940.00,2019-01-28 19:02:12.079733+00:00,huurwoningen,Huis (Eengezinswoning),False
Westerhoutstraat 5 A,haarlem,80.0,1000.00,2019-02-05 16:07:06.415177+00:00,jaap,Benedenwoning,False
Lotterstraat,haarlem,35.0,900.00,2019-02-05 16:07:20.717646+00:00,jaap,Appartement,False
Johan Huizingalaan 341,amsterdam,89.0,1051.00,2019-02-05 16:05:46.836477+00:00,jaap,,False
Schoterweg,haarlem,65.0,1250.00,2019-02-05 16:07:14.570393+00:00,jaap,Appartement,True
Van Heemskerckstraat,amsterdam,45.0,1250.00,2019-02-16 16:00:36.491722+00:00,huurwoningen,Appartement (Bovenwoning),True
Jutfaseweg,utrecht,17.0,565.00,2019-02-17 16:02:35.914399+00:00,huurwoningen,Appartement (Portiekflat),False
Van Nijenrodeweg,amsterdam,40.0,1050.00,2019-02-05 16:05:36.620850+00:00,jaap,Studio,False
Schoolstraat,utrecht,45.0,900.00,2019-02-17 16:02:46.323543+00:00,huurwoningen,Appartement (Bovenwoning),False
Barbusselaan,amsterdam,67.0,1250.00,2019-02-15 16:00:37.848374+00:00,huurwoningen,Appartement (Galerijflat),False
Staalmeesterslaan 62,amsterdam,59.0,1003.00,2019-02-05 16:05:56.090988+00:00,jaap,Appartement,False
Vleutenseweg 353,utrecht,60.0,1055.00,2019-02-03 16:25:02.012832+00:00,jaap,,True
Johannes Uitenbogaertstraat,utrecht,33.0,725.00,2019-02-03 16:24:54.863945+00:00,jaap,Studio,False
Burgemeester Reigerstraat,utrecht,22.0,560.00,2019-01-04 21:12:23.941316+00:00,parius,Vloerbedekking: Laminaat,False
Amsterdamsestraatweg 871 Be,utrecht,44.0,1050.00,2019-02-05 16:08:13.568878+00:00,jaap,Appartement,True
Vechtplantsoen 14,utrecht,71.0,1250.00,2019-02-05 16:08:03.358861+00:00,jaap,Benedenwoning,True
Fultonstraat,utrecht,42.0,950.00,2019-01-24 09:00:32.070605+00:00,parius,Apart toilet,True
Eerste Spechtstraat 1 D,utrecht,0.0,1195.00,2019-02-03 16:25:32.591928+00:00,jaap,Appartement,True
Leidsestraat,amsterdam,65.0,900.00,2019-01-24 19:00:18.025386+00:00,huurwoningen,Appartement (Bovenwoning),True
Lange Herenvest,haarlem,52.0,1150.00,2019-02-15 16:01:37.572512+00:00,huurwoningen,Appartement (Maisonette),True
Amperestraat 46 Bis,utrecht,45.0,890.00,2019-02-05 16:08:26.717986+00:00,jaap,Bovenwoning,True
Surinameweg,haarlem,,940.00,2019-02-23 17:03:26.002976+00:00,huurwoningen,Huis (Eengezinswoning),True
Ina Boudier-bakkerlaan 24 J,utrecht,30.0,850.00,2019-02-05 16:08:38.067370+00:00,jaap,Studio,True
J M Kemperstraat,utrecht,51.0,1000.00,2019-02-05 16:09:29.261705+00:00,jaap,Bovenwoning,False
Lombokstraat,utrecht,36.0,1150.00,2019-02-03 16:26:16.330463+00:00,jaap,Appartement,False
Lange Herenvest,haarlem,54.0,1250.00,2019-02-15 16:01:50.207560+00:00,huurwoningen,Appartement (Maisonette),True
Ridderschapstraat,utrecht,40.0,1050.00,2019-02-05 16:09:14.940133+00:00,jaap,Appartement,False
Fultonstraat 14,utrecht,42.0,950.00,2019-01-18 19:24:07.827125+00:00,jaap,Studio,True
Amsterdamsestraatweg,utrecht,65.0,1150.00,2019-02-05 16:08:48.329968+00:00,jaap,Benedenwoning + bovenwoning,True
Oudegracht,utrecht,70.0,1205.00,2019-02-05 16:09:23.096945+00:00,jaap,Appartement,True
Tweede Oosterstraat,hilversum,30.0,645.00,2019-02-06 16:18:05.276944+00:00,jaap,Bovenwoning,False
Vergierdeweg,haarlem,50.0,975.00,2019-02-14 16:01:08.795882+00:00,huurwoningen,Appartement (Portiekflat),True
Van Alphenstraat,utrecht,70.0,950.00,2019-02-23 17:03:59.811933+00:00,huurwoningen,Appartement (Bovenwoning),True
Biltstraat,utrecht,48.0,1175.00,2019-02-05 16:09:51.696369+00:00,jaap,Appartement,False
Burg Reigerstraat,utrecht,65.0,825.00,2019-02-05 16:09:35.401070+00:00,jaap,Bovenwoning,False
Jan van Foreeststraat,utrecht,30.0,775.00,2019-02-05 16:10:35.600617+00:00,jaap,Appartement,False
Biltstraat,utrecht,34.0,1000.00,2019-02-05 16:10:05.870095+00:00,jaap,Kamer,False
Van Vollenhovenlaan,utrecht,70.0,1145.00,2019-01-04 21:21:07.120049+00:00,parius,Vloerbedekking: Laminaat,True
Abstederdijk,utrecht,40.0,895.00,2019-02-05 16:10:11.002072+00:00,jaap,Bovenwoning,False
Borneostraat,utrecht,40.0,1000.00,2019-02-21 16:03:00.523495+00:00,huurwoningen,Appartement (Galerijflat),True
Biltstraat,utrecht,35.0,750.00,2019-02-05 16:09:43.550854+00:00,jaap,Bovenwoning,False
Meer en Vaart,amsterdam,130.0,500.00,2018-12-30 16:57:11.062440+00:00,huurwoningen,Appartement (Studio),True
Schouwtjeslaan,haarlem,50.0,1250.00,2018-12-30 17:01:03.245651+00:00,huurwoningen,Appartement (Bovenwoning),False
Eykmanlaan,utrecht,26.0,725.00,2019-01-08 19:03:26.998667+00:00,huurwoningen,Appartement (Studio),False
Havikshorst,amsterdam,50.0,900.00,2019-02-05 16:11:55.896407+00:00,huurstunt,Huurwoning,False
Lange Koestraat,utrecht,60.0,1125.00,2018-12-30 17:08:33.814451+00:00,huurwoningen,Appartement (Studio),False
Van Nijenrodeweg,amsterdam,40.0,1120.00,2019-01-09 23:47:20.553810+00:00,parius,Begane grond,False
Schoutenstraat,utrecht,40.0,1200.00,2018-12-30 17:06:42.940384+00:00,huurwoningen,Appartement (Studio),False
Catharijnesingel,utrecht,55.0,1250.00,2019-02-05 16:04:30.672199+00:00,huurwoningen,Appartement (Galerijflat),True
Van Nijenrodeweg,amsterdam,40.0,1050.00,2019-02-05 16:12:26.378465+00:00,huurstunt,Studio,False
